weather_condition,distance_km,delivery_time_hours,time_diff_bin
cold,119.3,6,Mucho antes
cold,88.6,2,Mucho antes
rainy,62.7,9,Mucho tarde
foggy,188.8,6,Mucho antes
clear,238.7,5,Mucho antes
hot,130.4,5,Mucho antes
foggy,3.6,3,Mucho antes
clear,180.0,5,Mucho antes
rainy,248.9,9,Mucho antes
hot,184.4,9,Ligeramente tarde
clear,253.8,8,Ligeramente tarde
stormy,4.5,6,Mucho antes
cold,67.8,2,Ligeramente antes
foggy,195.8,8,Ligeramente antes
rainy,113.4,9,Mucho antes
stormy,60.1,7,Mucho antes
stormy,274.6,14,Mucho antes
foggy,121.7,5,Mucho antes
hot,253.4,8,Mucho antes
hot,289.7,8,Ligeramente antes
stormy,9.1,6,Mucho tarde
hot,284.4,12,Mucho tarde
foggy,216.4,8,Mucho antes
rainy,233.3,8,Mucho antes
cold,56.4,3,Mucho antes
foggy,53.8,4,Ligeramente tarde
clear,142.5,6,Mucho antes
clear,46.7,2,Mucho antes
cold,215.4,7,Ligeramente antes
clear,270.9,13,Mucho antes
cold,285.4,9,Ligeramente tarde
rainy,91.7,4,Mucho antes
cold,155.6,5,Mucho antes
stormy,57.7,6,Mucho antes
hot,101.6,4,Ligeramente antes
hot,83.7,2,Ligeramente antes
foggy,155.3,6,Mucho antes
cold,80.1,2,Ligeramente antes
hot,6.4,1,Mucho antes
foggy,80.3,4,Mucho antes
foggy,41.4,3,Ligeramente tarde
clear,12.8,1,Ligeramente antes
rainy,142.2,7,Ligeramente antes
stormy,192.7,11,Mucho antes
hot,271.6,9,Ligeramente tarde
rainy,62.6,7,Mucho antes
foggy,23.7,3,Ligeramente tarde
stormy,218.7,10,Ligeramente tarde
rainy,155.7,8,Mucho antes
foggy,274.6,7,Ligeramente antes
hot,140.5,5,Ligeramente tarde
rainy,260.5,14,Mucho antes
hot,20.4,0,Mucho antes
rainy,297.1,11,Mucho tarde
clear,124.3,4,Ligeramente antes
foggy,260.3,10,Ligeramente tarde
foggy,11.9,4,Mucho antes
rainy,57.0,4,Mucho antes
hot,176.8,6,Mucho antes
hot,5.5,3,Mucho antes
stormy,168.2,8,Mucho antes
foggy,82.0,6,Mucho tarde
clear,159.5,9,Mucho tarde
hot,224.9,5,Mucho antes
foggy,188.4,10,Mucho antes
stormy,223.8,8,Mucho antes
rainy,104.8,6,Ligeramente tarde
rainy,215.3,14,Mucho antes
stormy,161.6,11,Mucho tarde
rainy,153.0,6,Mucho antes
foggy,188.2,8,Mucho tarde
cold,151.6,3,Mucho antes
rainy,134.5,8,Mucho antes
foggy,95.5,6,Mucho antes
rainy,180.9,8,Mucho tarde
clear,89.6,3,Ligeramente antes
foggy,3.6,3,Mucho antes
stormy,19.7,3,Mucho antes
rainy,263.9,9,Ligeramente tarde
foggy,254.1,11,Mucho tarde
hot,287.3,9,Mucho antes
foggy,134.7,4,Mucho antes
stormy,82.1,9,Mucho tarde
rainy,297.1,17,Ligeramente tarde
foggy,182.9,6,Mucho antes
clear,272.5,8,Mucho antes
stormy,107.8,7,Mucho antes
stormy,232.0,13,Mucho antes
rainy,234.1,10,Mucho antes
foggy,197.7,8,Mucho antes
hot,73.6,4,Mucho antes
foggy,249.7,12,Mucho tarde
cold,141.3,3,Ligeramente antes
cold,226.5,8,Ligeramente antes
clear,163.1,4,Mucho antes
rainy,32.8,5,Mucho antes
rainy,131.8,9,Ligeramente tarde
stormy,114.3,7,Mucho antes
stormy,278.1,11,Mucho tarde
hot,251.3,7,Ligeramente antes
foggy,95.8,4,Mucho antes
foggy,183.5,8,Mucho antes
foggy,133.0,7,Mucho antes
hot,197.2,7,Mucho antes
foggy,130.7,5,Mucho antes
stormy,122.8,7,Mucho tarde
clear,233.5,9,Mucho antes
foggy,285.0,14,Mucho tarde
foggy,14.6,3,Mucho antes
cold,7.5,0,Mucho antes
clear,157.2,5,Mucho antes
foggy,217.0,7,Ligeramente antes
stormy,274.9,10,Mucho antes
foggy,88.1,5,Mucho antes
rainy,143.6,7,Ligeramente antes
stormy,248.3,9,Mucho antes
clear,103.1,4,Mucho antes
stormy,20.6,6,Mucho antes
cold,254.4,8,Mucho antes
stormy,80.8,7,Mucho antes
hot,296.5,12,Mucho antes
hot,76.7,4,Mucho antes
stormy,188.6,8,Ligeramente antes
hot,278.9,4,Mucho antes
cold,79.2,3,Ligeramente antes
stormy,128.5,12,Mucho antes
rainy,129.5,5,Mucho antes
stormy,160.0,8,Mucho antes
foggy,111.4,4,Mucho antes
clear,160.5,5,Ligeramente antes
cold,188.8,5,Mucho antes
hot,91.7,3,Ligeramente antes
foggy,187.2,7,Mucho antes
cold,63.0,4,Mucho antes
rainy,78.9,7,Mucho tarde
rainy,24.4,5,Mucho antes
rainy,258.2,7,Ligeramente antes
rainy,129.1,7,Mucho antes
stormy,88.2,8,Mucho tarde
cold,201.6,9,Mucho tarde
stormy,109.5,7,Mucho antes
foggy,149.1,9,Mucho antes
hot,110.7,5,Mucho antes
hot,82.2,1,Mucho antes
clear,291.0,6,Mucho antes
foggy,3.8,3,Ligeramente tarde
stormy,97.7,10,Ligeramente tarde
stormy,199.9,9,Mucho antes
clear,139.1,4,Ligeramente antes
foggy,149.4,7,Mucho tarde
cold,175.1,5,Mucho antes
hot,228.9,6,Mucho antes
hot,31.6,1,Mucho antes
stormy,19.0,5,Mucho tarde
stormy,100.8,5,Mucho antes
foggy,137.7,8,Mucho antes
rainy,245.5,12,Mucho antes
stormy,4.5,4,Mucho antes
cold,189.7,7,Mucho antes
cold,101.5,4,Mucho antes
foggy,135.3,5,Mucho antes
hot,171.0,5,Mucho antes
rainy,66.2,5,Ligeramente tarde
clear,62.6,4,Mucho antes
rainy,231.2,8,Mucho antes
foggy,249.8,6,Mucho antes
cold,79.2,2,Mucho antes
clear,189.2,7,Ligeramente antes
foggy,155.3,7,Ligeramente antes
cold,179.2,5,Mucho antes
rainy,259.3,11,Mucho antes
rainy,179.8,9,Mucho antes
stormy,257.8,16,Mucho antes
hot,142.2,2,Mucho antes
rainy,19.9,3,Mucho antes
stormy,48.6,8,Mucho tarde
stormy,194.1,11,Mucho antes
hot,114.4,3,Mucho antes
stormy,141.9,7,Mucho tarde
hot,223.0,9,Ligeramente tarde
foggy,187.7,7,Ligeramente tarde
rainy,220.5,10,Ligeramente tarde
foggy,12.1,0,Mucho antes
foggy,278.9,9,Ligeramente tarde
stormy,110.0,8,Mucho tarde
rainy,213.6,8,Mucho antes
hot,125.2,4,Mucho antes
rainy,63.8,5,Ligeramente tarde
rainy,165.4,6,Mucho antes
clear,26.9,1,Mucho antes
rainy,15.3,4,Mucho antes
cold,84.3,3,Mucho antes
cold,128.9,5,Mucho antes
rainy,74.4,7,Mucho tarde
rainy,297.0,10,Mucho antes
clear,9.4,3,Mucho antes
rainy,260.6,13,Mucho antes
rainy,127.7,6,Mucho antes
clear,226.9,9,Mucho antes
rainy,272.8,8,Mucho antes
rainy,176.8,9,Mucho antes
clear,150.0,4,Ligeramente antes
foggy,189.4,7,Mucho antes
hot,292.0,8,Mucho antes
cold,25.2,3,Mucho antes
stormy,170.2,11,Mucho tarde
hot,145.2,5,Mucho antes
stormy,246.0,11,Mucho antes
stormy,32.6,6,Mucho tarde
cold,192.7,7,Mucho antes
cold,90.9,2,Mucho antes
clear,228.5,5,Mucho antes
stormy,20.7,6,Mucho antes
stormy,252.0,8,Mucho antes
cold,3.6,1,Mucho antes
stormy,265.5,14,Mucho antes
rainy,145.3,6,Mucho antes
hot,277.6,7,Ligeramente antes
cold,3.7,2,Mucho antes
rainy,276.5,10,Mucho tarde
rainy,163.4,10,Mucho antes
foggy,20.8,2,Mucho antes
stormy,295.6,10,Mucho antes
foggy,85.0,3,Mucho antes
hot,56.1,1,Mucho antes
foggy,21.1,3,Mucho antes
foggy,155.7,8,Mucho antes
stormy,203.1,13,Mucho tarde
rainy,90.8,5,Ligeramente tarde
rainy,208.8,7,Ligeramente tarde
rainy,253.6,8,Mucho antes
cold,136.8,5,Mucho antes
stormy,289.4,13,Mucho tarde
cold,32.9,2,Mucho antes
rainy,219.0,12,Mucho antes
foggy,221.2,7,Mucho antes
foggy,167.6,6,Mucho antes
cold,42.7,3,Mucho antes
stormy,163.6,8,Mucho antes
foggy,50.4,3,Mucho antes
stormy,26.4,6,Mucho antes
clear,162.7,6,Ligeramente tarde
foggy,182.6,5,Mucho antes
cold,241.1,5,Mucho antes
rainy,62.2,6,Mucho antes
foggy,279.7,7,Mucho antes
foggy,171.7,8,Mucho tarde
clear,193.9,5,Mucho antes
foggy,51.0,3,Ligeramente antes
rainy,240.4,8,Mucho antes
hot,197.6,8,Mucho antes
hot,56.3,2,Ligeramente antes
foggy,150.9,7,Ligeramente tarde
rainy,116.4,8,Mucho tarde
hot,297.1,9,Mucho antes
hot,295.3,7,Ligeramente antes
rainy,177.8,9,Mucho tarde
hot,116.3,3,Mucho antes
stormy,143.5,6,Ligeramente tarde
cold,80.3,2,Mucho antes
hot,232.3,6,Mucho antes
cold,151.5,5,Mucho antes
rainy,167.4,11,Mucho tarde
rainy,14.5,2,Mucho antes
hot,26.5,1,Ligeramente antes
stormy,65.2,7,Mucho antes
hot,132.0,4,Mucho antes
cold,131.9,5,Ligeramente tarde
foggy,255.0,9,Ligeramente tarde
rainy,234.1,9,Mucho antes
rainy,190.7,11,Mucho tarde
cold,10.4,2,Mucho antes
stormy,165.9,9,Mucho tarde
hot,295.5,12,Mucho antes
cold,150.1,3,Mucho antes
cold,166.0,5,Mucho antes
cold,15.1,0,Mucho antes
rainy,79.4,8,Mucho antes
hot,182.1,6,Mucho antes
rainy,259.6,11,Mucho antes
foggy,228.6,7,Mucho antes
cold,251.1,11,Mucho antes
rainy,237.7,8,Mucho antes
rainy,188.2,8,Mucho antes
stormy,160.0,6,Mucho antes
cold,108.1,4,Mucho antes
stormy,242.8,14,Mucho tarde
rainy,131.0,7,Mucho tarde
cold,162.5,4,Ligeramente antes
foggy,297.1,11,Mucho antes
foggy,85.6,6,Mucho tarde
stormy,127.8,6,Mucho antes
hot,25.3,3,Ligeramente tarde
cold,101.5,4,Mucho antes
rainy,268.7,12,Mucho tarde
foggy,81.5,5,Ligeramente tarde
rainy,251.0,10,Ligeramente tarde
stormy,161.5,11,Mucho antes
rainy,163.1,8,Mucho antes
rainy,294.8,11,Mucho antes
hot,140.6,4,Mucho antes
rainy,91.9,4,Ligeramente tarde
foggy,193.6,10,Mucho antes
hot,151.1,5,Mucho antes
foggy,143.0,6,Ligeramente tarde
hot,267.9,9,Mucho antes
foggy,221.5,5,Ligeramente antes
cold,125.8,3,Mucho antes
cold,55.4,2,Mucho antes
clear,22.8,3,Ligeramente tarde
cold,75.1,3,Ligeramente antes
clear,292.8,7,Mucho antes
cold,35.6,1,Ligeramente antes
stormy,297.1,18,Mucho tarde
clear,190.7,6,Ligeramente tarde
foggy,147.9,7,Mucho antes
cold,254.7,6,Ligeramente antes
stormy,91.4,9,Mucho tarde
stormy,17.4,4,Ligeramente tarde
rainy,53.9,9,Mucho antes
foggy,240.2,7,Ligeramente antes
hot,174.5,6,Mucho antes
cold,141.2,6,Mucho antes
foggy,227.7,11,Mucho antes
stormy,144.6,9,Mucho antes
hot,142.1,6,Ligeramente tarde
cold,275.0,12,Mucho antes
rainy,171.9,9,Mucho antes
clear,195.1,5,Mucho antes
clear,191.1,3,Mucho antes
stormy,83.3,8,Ligeramente antes
foggy,297.1,11,Mucho tarde
clear,13.2,1,Mucho antes
foggy,96.1,4,Mucho antes
stormy,103.9,9,Mucho antes
foggy,293.8,12,Mucho antes
hot,180.3,5,Ligeramente antes
rainy,113.0,6,Mucho antes
cold,96.6,4,Mucho antes
foggy,27.4,5,Mucho antes
foggy,10.8,3,Mucho antes
stormy,48.0,8,Mucho tarde
cold,138.6,5,Ligeramente tarde
rainy,87.3,6,Mucho tarde
foggy,295.4,11,Mucho antes
rainy,84.1,8,Mucho tarde
stormy,250.5,9,Mucho antes
stormy,256.0,12,Mucho antes
cold,65.5,2,Ligeramente antes
clear,68.8,4,Mucho antes
hot,214.0,7,Ligeramente antes
clear,288.7,6,Ligeramente antes
stormy,159.7,10,Mucho antes
foggy,113.5,5,Ligeramente tarde
clear,10.2,1,Mucho antes
clear,237.1,7,Ligeramente tarde
hot,77.4,1,Mucho antes
hot,60.5,3,Ligeramente antes
stormy,64.7,6,Mucho antes
stormy,201.9,11,Mucho tarde
clear,124.2,4,Mucho antes
clear,242.8,7,Ligeramente antes
hot,28.3,1,Ligeramente antes
rainy,206.3,9,Mucho antes
hot,260.6,6,Mucho antes
clear,255.8,5,Mucho antes
stormy,51.4,5,Ligeramente tarde
cold,179.8,4,Mucho antes
foggy,286.5,8,Ligeramente tarde
rainy,239.8,9,Mucho antes
hot,258.6,11,Mucho antes
foggy,278.6,10,Mucho antes
rainy,34.6,7,Mucho antes
hot,56.0,4,Mucho antes
hot,238.8,6,Mucho antes
rainy,238.2,12,Mucho tarde
foggy,31.4,2,Ligeramente antes
rainy,257.6,13,Mucho antes
foggy,93.4,5,Mucho antes
hot,277.3,9,Mucho antes
stormy,19.5,5,Mucho antes
stormy,182.4,12,Mucho antes
rainy,295.3,9,Ligeramente tarde
rainy,177.0,8,Mucho antes
stormy,35.3,7,Mucho antes
clear,27.8,2,Mucho antes
cold,172.2,7,Mucho antes
hot,218.4,7,Mucho antes
hot,240.3,10,Mucho antes
rainy,175.1,10,Mucho tarde
foggy,92.1,4,Mucho antes
foggy,31.3,4,Mucho antes
hot,197.7,4,Ligeramente antes
rainy,167.1,9,Ligeramente tarde
hot,78.2,2,Mucho antes
foggy,285.2,14,Mucho tarde
cold,170.4,4,Mucho antes
clear,234.9,5,Mucho antes
hot,182.4,6,Mucho antes
clear,47.3,2,Ligeramente antes
rainy,279.3,15,Mucho tarde
stormy,173.2,9,Mucho antes
hot,194.9,9,Mucho antes
stormy,155.5,6,Mucho antes
foggy,231.5,7,Ligeramente antes
rainy,283.2,9,Ligeramente tarde
foggy,99.7,5,Mucho antes
rainy,255.4,9,Mucho antes
clear,36.2,3,Ligeramente tarde
hot,128.4,5,Mucho antes
cold,269.1,6,Ligeramente antes
foggy,175.4,5,Mucho antes
foggy,12.6,4,Mucho antes
stormy,110.7,9,Mucho antes
clear,216.1,7,Mucho antes
rainy,98.1,6,Mucho tarde
foggy,73.1,6,Mucho antes
stormy,240.7,15,Mucho tarde
rainy,74.8,7,Mucho antes
foggy,61.9,3,Mucho antes
rainy,208.6,9,Mucho tarde
rainy,208.0,8,Mucho antes
foggy,3.6,5,Mucho tarde
stormy,169.1,7,Ligeramente tarde
cold,19.9,1,Mucho antes
clear,273.0,8,Ligeramente antes
rainy,221.8,9,Mucho tarde
clear,220.7,6,Mucho antes
rainy,222.3,11,Mucho antes
foggy,56.4,4,Mucho antes
cold,32.7,1,Mucho antes
rainy,135.2,9,Mucho antes
hot,210.1,5,Mucho antes
hot,297.1,6,Mucho antes
rainy,84.3,6,Mucho antes
rainy,272.7,8,Mucho antes
hot,24.0,1,Mucho antes
clear,91.0,2,Mucho antes
hot,123.8,4,Mucho antes
clear,106.8,4,Mucho antes
stormy,250.2,7,Mucho antes
hot,131.6,4,Mucho antes
cold,230.8,6,Mucho antes
cold,265.2,5,Mucho antes
stormy,152.3,8,Ligeramente antes
cold,115.9,5,Mucho antes
stormy,3.6,7,Mucho antes
cold,219.0,7,Mucho antes
cold,288.7,10,Mucho antes
cold,72.2,2,Mucho antes
hot,280.9,5,Mucho antes
cold,294.3,6,Ligeramente antes
cold,199.1,6,Mucho antes
foggy,191.4,5,Mucho antes
rainy,252.2,12,Mucho tarde
stormy,292.1,11,Mucho tarde
foggy,187.6,8,Mucho tarde
clear,7.7,2,Ligeramente antes
rainy,228.3,12,Mucho antes
cold,90.4,3,Mucho antes
cold,153.3,6,Mucho antes
clear,187.5,7,Ligeramente antes
hot,111.5,2,Mucho antes
hot,36.5,3,Mucho antes
hot,163.1,4,Mucho antes
rainy,143.6,9,Mucho antes
hot,293.0,8,Ligeramente tarde
stormy,24.5,5,Mucho tarde
rainy,260.7,12,Mucho antes
hot,148.8,8,Ligeramente antes
cold,63.9,3,Ligeramente antes
stormy,89.1,8,Mucho tarde
clear,3.6,2,Mucho antes
cold,162.9,7,Mucho antes
clear,277.1,8,Mucho antes
rainy,225.8,11,Mucho antes
rainy,87.9,7,Mucho antes
stormy,106.8,7,Mucho antes
rainy,89.8,7,Ligeramente antes
cold,38.7,1,Ligeramente antes
rainy,48.4,5,Mucho antes
stormy,215.2,9,Mucho tarde
clear,175.2,5,Ligeramente antes
stormy,87.2,5,Mucho antes
rainy,79.6,7,Mucho antes
foggy,217.5,9,Mucho antes
stormy,29.5,5,Mucho antes
hot,65.8,1,Mucho antes
hot,106.5,2,Mucho antes
foggy,262.7,9,Mucho antes
foggy,245.6,12,Mucho tarde
rainy,25.7,2,Mucho antes
cold,167.2,7,Mucho antes
clear,251.1,8,Mucho antes
clear,163.9,7,Ligeramente antes
foggy,139.3,8,Mucho tarde
foggy,267.8,11,Mucho antes
rainy,220.5,9,Mucho antes
foggy,153.2,8,Mucho antes
cold,53.5,1,Mucho antes
rainy,54.2,5,Mucho antes
stormy,71.8,6,Mucho antes
hot,176.3,5,Ligeramente antes
cold,164.6,8,Mucho antes
cold,190.3,7,Mucho antes
hot,60.0,3,Ligeramente antes
hot,156.1,4,Ligeramente antes
cold,183.5,7,Ligeramente antes
hot,257.4,7,Ligeramente antes
clear,83.4,3,Mucho antes
foggy,84.2,4,Mucho antes
hot,297.1,11,Mucho antes
cold,19.6,1,Ligeramente antes
clear,147.0,2,Mucho antes
cold,278.6,8,Ligeramente antes
clear,165.3,4,Mucho antes
rainy,174.5,10,Mucho antes
clear,81.2,3,Mucho antes
stormy,220.6,13,Mucho antes
stormy,288.6,17,Mucho tarde
cold,140.2,4,Mucho antes
stormy,259.8,11,Mucho tarde
clear,11.4,1,Mucho antes
rainy,252.6,7,Mucho antes
foggy,287.4,13,Mucho tarde
cold,255.2,6,Mucho antes
hot,27.2,1,Mucho antes
cold,191.3,5,Mucho antes
hot,23.3,2,Ligeramente antes
hot,21.3,2,Ligeramente antes
foggy,24.1,6,Mucho antes
stormy,43.7,8,Ligeramente antes
hot,161.3,5,Mucho antes
stormy,224.2,14,Mucho tarde
foggy,49.7,4,Mucho antes
foggy,3.6,3,Mucho antes
cold,128.5,4,Ligeramente antes
foggy,128.2,7,Ligeramente antes
foggy,132.0,5,Ligeramente tarde
clear,167.6,4,Mucho antes
stormy,291.5,15,Ligeramente antes
cold,85.5,3,Mucho antes
hot,171.5,7,Ligeramente antes
stormy,253.1,11,Mucho antes
foggy,131.1,8,Ligeramente antes
foggy,5.5,2,Mucho antes
foggy,106.2,7,Mucho antes
rainy,211.4,7,Mucho antes
hot,56.8,4,Mucho antes
foggy,200.3,4,Mucho antes
hot,16.6,1,Ligeramente antes
rainy,201.7,11,Mucho tarde
clear,150.5,3,Mucho antes
hot,211.1,8,Ligeramente tarde
clear,9.3,0,Mucho antes
hot,285.7,12,Mucho tarde
rainy,174.5,7,Mucho antes
hot,200.9,9,Ligeramente tarde
hot,244.8,9,Mucho tarde
hot,15.7,2,Mucho antes
foggy,48.8,4,Ligeramente tarde
cold,48.2,3,Mucho antes
foggy,48.1,2,Ligeramente antes
rainy,27.1,4,Ligeramente tarde
stormy,276.1,14,Mucho tarde
stormy,105.2,9,Mucho tarde
clear,35.0,1,Ligeramente antes
stormy,214.0,9,Ligeramente tarde
clear,110.6,2,Mucho antes
cold,62.5,3,Ligeramente antes
clear,278.7,7,Ligeramente antes
foggy,254.4,9,Ligeramente tarde
foggy,178.0,8,Mucho tarde
rainy,149.8,9,Ligeramente tarde
foggy,31.6,1,Mucho antes
clear,144.8,3,Mucho antes
cold,124.4,5,Mucho antes
cold,151.6,5,Mucho antes
clear,122.1,5,Mucho antes
rainy,160.0,7,Mucho antes
foggy,171.5,5,Mucho antes
clear,26.3,3,Mucho antes
rainy,63.7,8,Mucho antes
cold,137.7,6,Mucho antes
stormy,271.0,13,Mucho tarde
cold,281.9,6,Mucho antes
rainy,170.7,11,Mucho antes
stormy,172.3,8,Mucho antes
cold,160.2,4,Mucho antes
rainy,88.0,6,Mucho antes
hot,137.3,4,Mucho antes
foggy,171.4,5,Ligeramente antes
rainy,260.0,8,Ligeramente antes
clear,104.1,6,Mucho antes
cold,63.4,1,Mucho antes
clear,45.4,2,Mucho antes
clear,95.7,5,Mucho antes
foggy,152.1,6,Ligeramente tarde
clear,295.4,7,Ligeramente antes
cold,59.5,3,Ligeramente antes
hot,15.6,1,Mucho antes
clear,82.0,3,Ligeramente antes
cold,183.4,6,Mucho antes
stormy,286.3,14,Mucho tarde
hot,203.1,6,Mucho antes
rainy,236.2,11,Mucho tarde
cold,185.8,5,Ligeramente antes
clear,289.1,9,Ligeramente tarde
cold,176.7,6,Ligeramente tarde
rainy,203.7,9,Mucho antes
clear,295.1,11,Mucho antes
clear,167.8,3,Mucho antes
clear,71.8,4,Mucho antes
rainy,284.9,14,Mucho antes
stormy,165.8,10,Mucho antes
rainy,242.5,10,Mucho antes
stormy,121.4,9,Ligeramente tarde
rainy,288.2,9,Ligeramente tarde
hot,236.6,6,Mucho antes
foggy,190.6,10,Ligeramente tarde
stormy,229.9,15,Mucho antes
clear,245.9,7,Ligeramente tarde
foggy,256.5,10,Mucho tarde
clear,167.1,7,Mucho antes
foggy,211.1,9,Mucho antes
hot,290.7,5,Mucho antes
foggy,172.1,5,Mucho antes
hot,3.6,3,Mucho antes
clear,4.5,1,Mucho antes
foggy,231.3,10,Ligeramente tarde
clear,14.8,0,Mucho antes
cold,205.1,6,Mucho antes
cold,267.4,11,Mucho tarde
rainy,168.7,5,Mucho antes
hot,70.6,1,Mucho antes
hot,278.7,5,Mucho antes
foggy,152.2,9,Ligeramente tarde
foggy,54.5,3,Mucho antes
cold,124.4,5,Mucho antes
foggy,230.3,9,Mucho tarde
foggy,173.1,7,Mucho antes
rainy,168.8,7,Ligeramente antes
foggy,13.4,2,Ligeramente antes
rainy,126.5,8,Mucho antes
clear,206.4,9,Mucho tarde
stormy,51.9,8,Mucho tarde
rainy,294.5,14,Mucho tarde
clear,9.0,2,Mucho antes
clear,79.5,3,Mucho antes
cold,11.5,1,Mucho antes
foggy,77.5,4,Mucho antes
rainy,93.9,6,Mucho antes
rainy,144.6,10,Mucho tarde
foggy,259.2,13,Mucho antes
rainy,90.8,6,Mucho antes
foggy,61.4,4,Mucho antes
foggy,62.0,6,Mucho antes
cold,26.4,2,Mucho antes
rainy,45.4,7,Mucho tarde
rainy,89.8,6,Mucho antes
foggy,69.9,3,Mucho antes
foggy,24.3,6,Mucho antes
stormy,287.7,12,Mucho antes
stormy,24.1,8,Mucho antes
foggy,221.5,8,Mucho antes
rainy,80.5,7,Mucho antes
hot,166.3,6,Mucho antes
stormy,3.6,5,Mucho antes
rainy,3.6,5,Mucho antes
clear,101.8,2,Mucho antes
clear,211.5,7,Ligeramente antes
cold,291.8,11,Mucho antes
stormy,136.2,7,Mucho antes
cold,204.3,7,Ligeramente tarde
foggy,170.5,8,Mucho antes
clear,281.9,7,Mucho antes
cold,168.9,6,Mucho antes
hot,83.1,4,Mucho antes
hot,211.9,8,Mucho antes
clear,258.1,10,Mucho tarde
clear,254.7,6,Ligeramente antes
cold,240.7,8,Mucho antes
cold,28.5,1,Ligeramente antes
clear,140.1,3,Mucho antes
stormy,129.2,11,Mucho antes
foggy,295.4,13,Mucho antes
stormy,45.1,6,Mucho antes
cold,138.3,3,Mucho antes
stormy,219.5,14,Mucho antes
rainy,20.3,4,Mucho antes
foggy,268.1,7,Mucho antes
cold,212.3,7,Mucho antes
clear,41.8,4,Ligeramente tarde
hot,205.9,9,Ligeramente tarde
foggy,191.3,7,Ligeramente tarde
foggy,37.2,3,Mucho antes
clear,289.4,8,Ligeramente antes
clear,152.7,7,Ligeramente tarde
foggy,161.1,6,Mucho antes
stormy,205.5,9,Mucho antes
clear,61.1,2,Ligeramente antes
stormy,178.6,9,Mucho antes
cold,98.5,4,Ligeramente tarde
foggy,264.1,13,Mucho tarde
hot,268.9,5,Mucho antes
foggy,227.2,11,Mucho antes
clear,51.7,1,Mucho antes
stormy,141.9,7,Mucho antes
clear,288.8,7,Ligeramente antes
foggy,109.1,6,Mucho antes
rainy,98.0,5,Mucho antes
hot,66.3,3,Mucho antes
clear,22.5,2,Mucho antes
foggy,23.7,5,Mucho antes
clear,53.3,2,Mucho antes
cold,124.1,3,Mucho antes
hot,168.9,8,Mucho tarde
stormy,159.5,11,Mucho antes
cold,128.5,4,Mucho antes
clear,260.9,8,Ligeramente tarde
stormy,248.4,14,Mucho antes
cold,118.2,5,Mucho antes
foggy,153.2,7,Mucho antes
cold,265.8,9,Mucho antes
cold,57.0,1,Mucho antes
cold,106.5,3,Mucho antes
clear,180.3,8,Mucho tarde
rainy,134.5,8,Mucho tarde
hot,167.8,3,Mucho antes
foggy,13.1,5,Mucho antes
hot,147.5,4,Ligeramente antes
clear,287.3,8,Mucho antes
stormy,282.3,15,Mucho tarde
cold,208.8,5,Mucho antes
rainy,280.3,10,Mucho antes
hot,227.4,6,Mucho antes
clear,57.3,2,Mucho antes
rainy,206.3,9,Mucho tarde
rainy,297.1,11,Mucho tarde
rainy,196.8,6,Mucho antes
foggy,241.9,10,Mucho antes
cold,208.7,6,Mucho antes
clear,12.1,2,Mucho antes
foggy,6.5,5,Mucho antes
clear,224.0,7,Ligeramente antes
stormy,92.5,8,Ligeramente antes
stormy,144.7,10,Mucho antes
clear,99.4,3,Mucho antes
rainy,60.3,6,Mucho antes
rainy,92.2,6,Mucho antes
clear,131.9,4,Mucho antes
foggy,88.4,7,Mucho antes
rainy,289.8,12,Mucho tarde
rainy,283.4,11,Mucho antes
cold,33.6,3,Mucho antes
rainy,71.7,8,Ligeramente antes
rainy,37.3,6,Mucho antes
foggy,178.3,10,Mucho antes
cold,164.0,5,Mucho antes
rainy,39.3,6,Mucho antes
stormy,195.2,7,Ligeramente antes
cold,106.5,4,Mucho antes
cold,141.4,5,Mucho antes
stormy,217.9,8,Ligeramente tarde
hot,9.3,2,Mucho antes
clear,266.0,12,Mucho tarde
hot,34.8,0,Mucho antes
rainy,162.9,7,Mucho antes
rainy,282.9,10,Mucho tarde
foggy,286.1,10,Mucho antes
hot,225.1,7,Ligeramente tarde
foggy,191.6,8,Mucho antes
rainy,152.4,10,Mucho antes
hot,48.5,3,Mucho antes
stormy,147.4,8,Mucho antes
hot,100.8,6,Mucho antes
stormy,272.5,11,Mucho tarde
stormy,5.1,3,Mucho antes
clear,181.4,5,Mucho antes
foggy,251.6,9,Mucho antes
clear,14.6,0,Mucho antes
rainy,173.5,6,Ligeramente tarde
hot,163.1,4,Mucho antes
clear,17.7,3,Mucho antes
rainy,211.6,11,Mucho antes
clear,125.3,4,Ligeramente antes
foggy,133.6,5,Mucho antes
foggy,17.0,3,Mucho antes
hot,118.5,4,Mucho antes
clear,31.3,1,Mucho antes
clear,215.6,8,Ligeramente antes
foggy,234.7,12,Mucho antes
clear,50.0,1,Mucho antes
clear,35.1,2,Mucho antes
stormy,290.9,10,Mucho antes
cold,135.5,5,Ligeramente tarde
clear,221.6,5,Ligeramente antes
rainy,69.2,9,Mucho tarde
cold,49.4,2,Mucho antes
stormy,93.3,7,Mucho antes
rainy,224.3,13,Mucho tarde
cold,159.1,4,Mucho antes
stormy,250.7,13,Mucho antes
cold,4.1,0,Mucho antes
foggy,165.4,7,Ligeramente antes
hot,128.7,7,Mucho antes
foggy,49.6,3,Ligeramente tarde
stormy,107.9,6,Mucho antes
rainy,147.7,7,Mucho antes
rainy,116.2,8,Mucho antes
clear,272.7,6,Mucho antes
